regime	window_kb	epoch_progress	epoch	batch	batches_in_epoch	train_loss	source
heldout	40	2.4730368968779564	3	3000.0	6342.0	0.0077	running_log
heldout	40	2.5518763796909494	3	3500.0	6342.0	0.00768	running_log
heldout	40	2.630715862503942	3	4000.0	6342.0	0.00768	running_log
heldout	40	2.709555345316935	3	4500.0	6342.0	0.00767	running_log
heldout	40	2.7883948281299276	3	5000.0	6342.0	0.00761	running_log
heldout	40	2.86723431094292	3	5500.0	6342.0	0.00756	running_log
heldout	40	2.9460737937559127	3	6000.0	6342.0	0.00755	running_log
heldout	40	3.0	3			0.00751687670586737	epoch_mean
heldout	40	3.0788394828129926	4	500.0	6342.0	0.00657	running_log
heldout	40	3.1576789656259856	4	1000.0	6342.0	0.00663	running_log
heldout	40	3.236518448438978	4	1500.0	6342.0	0.00656	running_log
heldout	40	3.315357931251971	4	2000.0	6342.0	0.00655	running_log
heldout	40	3.394197414064964	4	2500.0	6342.0	0.00661	running_log
heldout	40	3.4730368968779564	4	3000.0	6342.0	0.00658	running_log
heldout	40	3.5518763796909494	4	3500.0	6342.0	0.0066	running_log
heldout	40	3.630715862503942	4	4000.0	6342.0	0.00658	running_log
heldout	40	3.709555345316935	4	4500.0	6342.0	0.00655	running_log
heldout	40	3.7883948281299276	4	5000.0	6342.0	0.00654	running_log
heldout	40	3.86723431094292	4	5500.0	6342.0	0.00655	running_log
heldout	40	3.9460737937559127	4	6000.0	6342.0	0.00653	running_log
heldout	40	4.0	4			0.006497904435586157	epoch_mean
heldout	40	4.078839482812993	5	500.0	6342.0	0.00569	running_log
heldout	40	4.157678965625985	5	1000.0	6342.0	0.00569	running_log
heldout	40	4.236518448438979	5	1500.0	6342.0	0.00576	running_log
heldout	40	4.315357931251971	5	2000.0	6342.0	0.0059	running_log
heldout	40	4.394197414064964	5	2500.0	6342.0	0.0059	running_log
heldout	40	4.473036896877956	5	3000.0	6342.0	0.00582	running_log
heldout	40	4.551876379690949	5	3500.0	6342.0	0.00584	running_log
heldout	40	4.630715862503942	5	4000.0	6342.0	0.00581	running_log
heldout	40	4.709555345316935	5	4500.0	6342.0	0.00583	running_log
heldout	40	4.788394828129928	5	5000.0	6342.0	0.00582	running_log
heldout	40	4.86723431094292	5	5500.0	6342.0	0.00582	running_log
heldout	40	4.946073793755913	5	6000.0	6342.0	0.00583	running_log
heldout	40	5.0	5			0.005815624959395665	epoch_mean
chrxtrain	5	0.05249895002099958	1	500.0	9524.0	0.26125	running_log
chrxtrain	5	0.10499790004199916	1	1000.0	9524.0	0.14231	running_log
chrxtrain	5	0.15749685006299874	1	1500.0	9524.0	0.10135	running_log
chrxtrain	5	0.20999580008399832	1	2000.0	9524.0	0.08051	running_log
chrxtrain	5	0.2624947501049979	1	2500.0	9524.0	0.06772	running_log
